meal_description,carb,fat,energy,protein,country,serving_type
"For lunch, I'm having 57 grams of baked plain potato chips with 17 grams of ketchup and a medium hamburger (145 grams) on a white bun.",75.35,31.24,702.1,28.42,USA,metric
"For breakfast, I'm sipping on a small brewed coffee, lightened up with an ounce of fat-free creamer.",2.73,1.12,24.9,0.6699999999999999,USA,natural
I'm having a chocolate gelato scoop paired with a Quaker Chewy Granola Bar as a snack.,48.5,31.15,501.92,8.91,USA,natural
"I'm having a dinner that includes 244 grams of whole milk, 88 grams of cheesy garlic bread from the freezer, and a hearty serving of homemade whole grain pasta with tomato sauce, poultry, and veggies, which weighs 250 grams, topped with 5 grams of Parmesan cheese.",90.7,29.23,741.79,33.98,USA,metric
"For dinner, I'm having a can of caffeine-free fruit-flavored soft drink and a cheese enchilada with red-chile sauce.",50.99,12.22,340.39,8.84,USA,natural
"For a snack, I have a Twinkie and a pouch of fruit leather.",48.81,5.59,251.98,1.6,USA,natural
"For lunch, I had a peanut butter and jelly sandwich made with regular peanut butter and jelly on wheat bread, along with a medium bag of nacho cheese Doritos. I also enjoyed a pouch of Capri-Sun, a fruit roll-up, and a medium oatmeal cookie.",138.14,40.35,978.87,20.97,USA,natural
"For dinner, I'm having a medium meatless burrito filled with beans and rice, along with a bottle of water.",60.02,25.28,573.4,26.84,USA,natural
I'm enjoying a brownie cookie with icing that weighs 65 grams along with 240 grams of tap water for my snack.,41.31,11.02,260.65,1.91,USA,metric
"For my snack, I’m eating 28 grams of bologna, a 60-gram yeast doughnut, and 38 grams of a no-bake marshmallow rice cereal cookie.",61.120000000000005,23.700000000000003,489.74,7.87,USA,metric
"For my snack, there's a 30-gram brownie cookie alongside a 75-gram white cake with icing.",61.32,18.32,414.75,3.68,USA,metric
"For my snack, I have a small single serving bag of hard pretzels that are coated in chocolate.",19.62,4.94,130.76,1.97,USA,natural
I'm eating a half chicken breast with mushroom sauce and a cup of broccoli for dinner.,13.09,12.78,271.75,29.42,USA,natural
"For my lunch, I’m drinking 620 grams of iced black tea along with 494 grams of noodle soup.",112.26,14.6,609.98,7.66,USA,metric
I'm snacking on a piece of tamarind candy during brunch.,3.86,0.0,13.9,0.0,USA,natural
"For lunch, I'm having a medium pepperoni pizza (124.0g) from a restaurant and a glass of chocolate milk (248.0g).",73.03999999999999,14.77,515.84,22.97,USA,metric
I’m having a 72-gram egg taquito for lunch.,19.45,9.19,192.96,7.64,USA,metric
I’ve got a bar of 3 MUSKETEERS and a cup of canned peaches in syrup for my snack.,73.63999999999999,6.7,354.86,2.33,USA,natural
I'm enjoying a snack of one scoop of vanilla ice cream served in a cone.,60.6,26.75,517.15,8.8,USA,natural
"For my snack, I prepared 240 grams of instant decaffeinated coffee with low-calorie sweetener.",5.71,1.68,38.4,0.36,USA,metric
"I made a bowl of instant oatmeal for breakfast, weighing 210 grams, and added 15.5 grams of protein powder to it.",43.16,2.74,264.56,17.02,USA,metric
"For dinner, I'm having a Hot Pocket filled with meat and cheese, along with a can of caffeinated fruit-flavored soft drink.",86.83,11.7,490.76,11.72,USA,natural
"For my snack, I have 5 grams of gumdrops and 15 grams of Kit Kat to enjoy.",14.63,3.9,97.5,0.98,USA,metric
I grabbed 1 fl oz of flavored coffee creamer for a quick snack.,10.52,4.05,75.3,0.21,USA,natural
"For a snack, I'm having a large iced decaffeinated coffee and a bottle of unsweetened water.",0.0,0.0,0.0,0.48,USA,natural
I started my day with a bowl of Cheerios and a cup of fat-free milk.,32.43,2.0500000000000003,187.12,11.84,USA,natural
"For a snack, I'm having 64 grams of low-fat yogurt with fruit and 45 grams of plain Wheat Thins crackers.",40.81,7.75,255.41,7.0,USA,metric
I’m enjoying a piece of medium crust cheese pizza along with a piece of medium crust pizza topped with meat and fruit for dinner.,81.82,24.4,666.04,30.02,USA,natural
"For dinner, I’m having a cooked ground beef patty that weighs 85 grams.",0.0,15.45,231.2,21.63,USA,metric
"For my lunch, I’m enjoying a 60-gram yeast doughnut along with 21 grams of cheddar cheese and an 85-gram meat pastry.",55.31,36.79,625.5799999999999,18.15,USA,metric
I had a Progresso can of chicken or turkey noodle soup paired with a little carton of orange juice for lunch.,30.3,4.300000000000001,185.96,7.22,USA,natural
"For my snack, I've got some beef jerky weighing 9.6 grams and a piece of chocolate-covered fondant that's 7.6 grams.",7.17,3.17,67.18,3.36,USA,metric
I made a cup of macaroni with cheese and added meat for my lunch.,34.82,25.58,480.7,27.12,USA,natural
"For my snack, I'm enjoying 372 grams of cola, 18 grams of plain chocolate candy, and a gram of hard candy.",50.21,6.27,256.48,1.38,USA,metric
I'm snacking on a 30g chocolate chip cookie that I either baked myself or got from a bakery.,17.81,8.44,146.7,1.74,USA,metric
I’ve got a 70-gram muffin and 240 grams of water to drink for breakfast.,36.18,11.16,259.0,4.05,USA,metric
"For a quick snack, I'm having 240 grams of unsweetened bottled water, 11 grams of popcorn, 244 grams of whole milk, and a 50-gram popsicle.",25.4,13.29,252.23,8.68,USA,metric
"I'm enjoying a fried chicken fillet sandwich from a fast food joint, paired with medium french fries and a medium drink that's fruit flavored and caffeine-free for lunch.",150.48000000000002,40.3,1050.6,22.27,USA,natural
"Lunch today is a cup of pasta with meat, cream sauce, and vegetables that I just need to heat up.",41.35,20.55,412.5,15.18,USA,natural
I have a 165 gram raw apple and 240 grams of unsweetened bottled water for my snack.,22.79,0.28,85.8,0.43,USA,metric
I’m snacking on a 154-gram orange and a 50-gram chocolate snack cake with icing.,48.260000000000005,8.14,271.88,3.27,USA,metric
I have a lunch of 1014 grams of bottled unsweetened water and a 285-gram baked potato.,59.99,0.37,265.05,7.1,USA,metric
"For a snack, I'm having a vanilla ice cream sandwich, a medium bag of cheese-flavored popcorn, a medium bag of plain potato chips, and a fresh mango.",118.46,47.94,927.06,13.87,USA,natural
"This morning, I’m having a Capri Sun, a cheddar cheese sandwich on white bread, and a tablespoon of regular cream cheese.",49.98,21.73,458.58,16.36,USA,natural
I had 8 grams of cooked pork bacon for breakfast.,0.14,2.81,37.44,2.71,USA,metric
"I’m having a large cola to drink with my dinner, plus a medium order of fries and a Quarter Pounder with cheese.",176.61,52.02,1302.88,35.39,USA,natural
"For a snack, I had a cup of chocolate devil's food cake with icing and a can of pepper soft drink.",100.36,24.39,611.37,4.07,USA,natural
"For my snack, I’m enjoying 88 grams of medium crust pepperoni pizza and 28 grams of nacho cheese Doritos.",45.17,18.16,393.48,12.39,USA,metric
"For breakfast, I'm having a biscuit with an individual packet of jelly.",39.76,13.24,296.24,4.98,USA,natural
I’ve got a chicken fillet biscuit and an egg and cheese on a biscuit for breakfast.,65.09,59.120000000000005,916.0,30.85,USA,natural
"For lunch today, I’m having one chicken nugget that I pulled from the freezer.",2.86,3.08,47.68,2.14,USA,natural
I'm having a mini cupcake with icing and a diet cola for my lunch.,14.88,4.550000000000001,101.95,1.19,USA,natural
I have a 109-gram raw tangerine as my snack.,14.54,0.34,57.77,0.88,USA,metric
"For lunch, I’m eating 101 grams of meatloaf made with beef and drinking 720 grams of tap water.",7.26,10.8,202.0,17.66,USA,metric
I’ve got a portion of 173 grams of thin crust cheese pizza topped with vegetables for dinner.,45.86,18.7,415.2,15.99,USA,metric
"For breakfast, I'm having a stick of part-skim mozzarella cheese and a yeast doughnut.",30.020000000000003,19.4,337.08,10.4,USA,natural
I’ve got a ready-to-eat pack of kettle corn popcorn weighing 28 grams for lunch.,17.08,8.46,147.28,1.53,USA,metric
I'm enjoying 256 grams of beef stroganoff with noodles and 248 grams of chocolate milk that's ready to drink for lunch.,41.68,20.450000000000003,471.6,28.12,USA,metric
I'm snacking on 90 grams of applesauce right now.,15.74,0.15,61.2,0.14,USA,metric
"I decided to have a regular yellow cupcake, plain and simple, for my snack.",22.68,8.14,172.5,2.27,USA,natural
"For a snack, I'm having a frozen fruit juice bar and a small raw apple.",43.11,0.33,169.8,1.08,USA,natural
I grabbed a medium croissant and a 16.9 fl oz bottle of water for my snack.,26.11,11.97,231.42,4.67,USA,natural
I’m snacking on a 24 fl oz bottle of tap water and a 1.125 oz bar of milk chocolate.,19.01,9.49,171.2,2.45,USA,natural
I’ve got a fun size package of gumdrops and a cup of 1% milk for my snack.,30.46,2.32,176.2,8.25,USA,natural
I’m snacking on a vanilla ice cream sandwich that's light on calories.,27.94,6.11,179.25,3.7,USA,natural
I’ve got a snack of 50 grams of whole grain cheese crackers paired with 90 grams of flavored applesauce.,44.38,8.17,267.2,4.949999999999999,USA,metric
"For breakfast, I'm having a 12 fl oz bottle of unsweetened bottled water and a 6 oz container of nonfat fruit yogurt.",25.53,0.29,141.1,8.65,USA,natural
"For lunch, I had a personal size cheese pizza and a Capri Sun pouch.",76.93,17.09,538.04,19.93,USA,natural
"I’m enjoying a snack with a biscuit, a slice of American cheese, a thick slice of cooked pork bacon, and a piece of fondant.",22.26,17.560000000000002,290.86,10.64,USA,natural
"For a snack, I’m having 150 grams of raw blueberries with 2 grams of sugar-free chewing gum.",23.64,0.51,90.86,1.11,USA,metric
Lunch consists of one small fruit muffin and one cup of unsweetened water.,37.1,11.25,262.5,3.14,USA,natural
I’m having 100 grams of plain French toast sticks from a fast food restaurant for breakfast.,48.48,20.87,400.0,7.06,USA,metric
"For lunch, I'm having a 126g raw banana and a 91g slice of thin crust pepperoni pizza from a restaurant.",55.17,16.450000000000003,413.35,14.12,USA,metric
"For my snack, I have a 30g chocolate chip cookie that I made at home and another 30g one from the bakery.",37.42,15.86,294.29999999999995,3.27,USA,metric
I'm having 150 grams of Greek yogurt made with nonfat milk and fruit for a snack.,18.3,0.22,124.5,12.09,USA,metric
I'm enjoying a 116-gram cheese sandwich with American cheese and mayonnaise on white bread for lunch.,33.32,22.32,386.28,12.55,USA,metric
I’m having a cup of animal cookies for a quick snack.,47.42,8.83,285.44,4.42,USA,natural
I'm eating 134 grams of meat for my lunch.,0.0,11.12,269.34,39.73,USA,metric
"I’m having dinner with 240 grams of lentil curry, 158 grams of white rice, and a bowl of 248 grams of lentil soup.",95.56,18.14,626.54,22.68,USA,metric
"For lunch, I'm having a 119-gram slice of cheese pizza from a restaurant and a 360-gram bottle of unsweetened water.",39.66,11.53,316.54,13.55,USA,metric
"For breakfast, I had a cup of eggs, a pat of butter, a regular slice of white bread, and a small coffee.",14.44,26.39,376.44000000000005,18.9,USA,natural
"For dinner, I'm having a roasted turkey drumstick (205.0g) with the skin eaten, along with 5 grams of mustard (5.0g).",0.26,20.81,419.2,55.27,USA,metric
I had a small quesadilla with egg and washed it down with a carton of 100% orange juice for breakfast.,35.37,13.92,318.16,12.41,USA,natural
"I prepared a snack with a bottle of water, a tablespoon of cheese sauce, and a regular bag of butter-flavored popcorn.",48.82,28.49,482.9,7.91,USA,natural
I'm having a 255 gram vanilla ice cream cone in a waffle cone for a snack.,69.26,26.98,555.9,9.59,USA,metric
I'm snacking on a chocolate-covered caramel turtle with nuts alongside a junior-sized (.4 oz) caramel sucker.,19.23,4.800000000000001,127.5,2.26,USA,natural
"For a snack, I'm having a small bar of marshmallow cookie with rice cereal and chocolate chips along with a juice box of 100% apple juice.",39.44,4.8100000000000005,204.89,1.35,USA,natural
I'm enjoying a Reese's Peanut Butter Cup of 45 grams and a Kit Kat that weighs 43 grams for a quick snack.,52.68,24.92,454.49,7.41,USA,metric
"I’m eating a meatless chimichanga for dinner, and it’s 396 grams.",98.68,32.99,792.0,26.06,USA,metric
"I'm enjoying a dinner of 250 grams of pasta made with a cream sauce from my own recipe, along with 372 grams of a fruit-flavored soft drink.",79.5,19.47,533.8,10.57,USA,metric
"This morning, I had 35 grams of pork sausage and 50 grams of cooked whole egg, along with 507 grams of bottled unsweetened water.",0.8400000000000001,16.259999999999998,201.25,12.49,USA,metric
"For lunch, I’m drinking a cup of tap water alongside a slice of thin crust pizza with meat from school.",45.78,11.12,355.0,17.93,USA,natural
"Dinner tonight is a cup of pasta with cream sauce and poultry, plus I'm drinking a 16.9 fl oz bottle of water.",40.55,21.7,420.0,15.72,USA,natural
"For lunch, I'm having a 92.0g peanut butter sandwich made with regular peanut butter on whole wheat bread, along with a bottle of unsweetened water weighing 240.0g.",34.39,18.74,349.6,14.04,USA,metric
"For dinner, I'm having a cup of beef with potatoes and vegetables in tomato-based sauce, along with a cup of macaroni and cheese from a packaged mix.",81.94,34.86,724.4,24.25,USA,natural
"For my snack, I have 60 grams of fresh raw carrots and a banana that's 126 grams.",34.53,0.56,136.74,1.93,USA,metric
I’ve got a 45g Butterfinger and a 20g chocolate chip cookie for my snack.,45.88,13.44,304.95000000000005,3.45,USA,metric
"For my snack, I'm drinking a 992-gram bottle of Powerade.",77.77,0.5,317.44,0.0,USA,metric
"For my snack, I ate 17 grams of chocolate-covered coconut candy, 21 grams of Butterfinger, 11 grams of plain milk chocolate candy, and a 15-gram Reese's Peanut Butter Cup.",40.150000000000006,16.33,316.29999999999995,4.29,USA,metric
Tonight's dinner is a 581-gram thin crust cheese pizza paired with 244 grams of reduced fat milk.,179.31,68.96,1650.03,77.37,USA,metric
"For breakfast, it's a 153-gram gordita filled with chicken and a 600-gram bottle of water without any sweeteners.",37.27,18.7,379.44,16.59,USA,metric
I’ve got 50 grams of reduced fat wheat crackers for my snack.,35.76,6.68,222.0,4.67,USA,metric
"For breakfast today, I went with a Zone Perfect Classic Crunch nutrition bar.",22.5,7.0,213.0,15.0,USA,natural
I’m having one chocolate snack cake and one medium fruit muffin for a quick snack.,93.02,27.26,647.1,7.29,USA,natural
"I have a snack that includes a cup of my homemade pasta with meat and veggies in tomato sauce, a cola, a grilled chicken wing, and a fresh ear of corn with butter.",109.38,19.41,706.4,28.58,USA,natural
"I ate a corn dog that was 88 grams, drank 124 grams of apple juice, and had 248 grams of chocolate milk for lunch.",67.81,15.45,465.52,15.08,USA,metric
I'm snacking on a medium S'mores cookie and drinking a cup of tap water.,28.97,7.8,195.3,2.67,USA,natural
"My breakfast includes 124 grams of canned orange juice with calcium, a cup of decaffeinated coffee that weighs 240 grams, a 14-gram stick of butter, and a 130-gram wheat bran muffin.",64.65,19.08,438.16,9.31,USA,metric
